Well name,NS degrees,EW degrees
6406/5-1,64° 37' 16.62'' N,6° 36' 3.13'' E
33/2-1,61° 59' 30.66'' N,1° 32' 42.49'' E
24/9-12 S,59° 20' 58.95'' N,1° 49' 48.47'' E
30/11-4,60° 2' 43.96'' N,2° 32' 39.47'' E
25/12-1,59° 1' 47'' N,2° 49' 17.1'' E
35/2-3,61° 49' 1.9'' N,3° 35' 10.1'' E
16/1-22 B,58° 54' 23.09'' N,2° 9' 43.41'' E
16/2-16 A,58° 51' 1.14'' N,2° 35' 50.55'' E
25/2-7,59° 54' 20.41'' N,2° 38' 25.87'' E
2/7-26 S,56° 19' 59.59'' N,3° 14' 53.55'' E
30/11-12 S,60° 5' 0.26'' N,2° 35' 36.16'' E
15/9-2,58° 25' 34.06'' N,1° 42' 28.2'' E
6406/9-2,64° 28' 34.83'' N,6° 48' 9.46'' E
34/4-15 S,61° 33' 45.84'' N,2° 2' 37.52'' E
6406/2-1 R,64° 52' 15.19'' N,6° 36' 21.35'' E
30/9-2 R,60° 27' 53'' N,2° 49' 13.03'' E
34/4-10,61° 37' 33.33'' N,2° 4' 30.47'' E
6507/11-4,65° 8' 10.28'' N,7° 26' 3.45'' E
25/11-23,59° 14' 7.23'' N,2° 21' 4.64'' E
25/8-5 S,59° 27' 27.1'' N,2° 21' 52.15'' E
1/6-5,56° 32' 21.57'' N,2° 48' 4.77'' E
15/9-1,58° 28' 19'' N,1° 45' 11.76'' E
30/9-14,60° 23' 11.12'' N,2° 42' 19.37'' E
31/2-7,60° 51' 25.93'' N,3° 27' 9.21'' E
15/3-1 S,58° 50' 57'' N,1° 43' 13.25'' E
15/12-16 S,58° 1' 40.39'' N,1° 55' 27.97'' E
7121/1-2 S,71° 47' 38.4'' N,21° 7' 30.53'' E
15/6-3,58° 30' 15.84'' N,1° 42' 39.49'' E
6406/1-2,64° 55' 32.23'' N,6° 7' 55.71'' E
7220/11-5 S,72° 1' 21.13'' N,20° 29' 21.26'' E
6705/10-1,67° 0' 58.4'' N,5° 17' 47.8'' E
31/6-2 R,60° 34' 58.24'' N,3° 54' 55.76'' E
7/11-10 S,57° 7' 12.51'' N,2° 29' 10.56'' E
34/2-2 R,61° 46' 16.83'' N,2° 33' 11.38'' E
2/8-11,56° 16' 56.3'' N,3° 22' 15.61'' E
35/11-19 S,61° 13' 21.45'' N,3° 26' 27.88'' E
6605/1-1,66° 48' 23.7'' N,5° 10' 32.6'' E
34/7-E-4 AH,61° 23' 54.82'' N,2° 4' 4.53'' E
30/11-2,60° 7' 33.2'' N,2° 39' 5.2'' E
34/3-1 A,61° 48' 46.49'' N,2° 46' 47.16'' E
6507/11-3,65° 1' 59.8'' N,7° 30' 42.34'' E
31/5-4 AR,60° 43' 16.19'' N,3° 33' 43.06'' E
35/7-1 S,61° 21' 38.86'' N,3° 13' 11.73'' E
30/9-11 A,60° 19' 27.89'' N,2° 55' 44'' E
6609/6-1,66° 41' 59.67'' N,9° 56' 1.23'' E
3/4-1,56° 40' 53.56'' N,4° 15' 39.09'' E
25/11-22,59° 9' 40.27'' N,2° 31' 26.13'' E
6507/5-7,65° 32' 29.71'' N,7° 34' 25.68'' E
30/7-6,60° 29' 29.82'' N,2° 3' 26.14'' E
7122/10-1 S,71° 10' 17.38'' N,22° 12' 28.59'' E
6707/10-1,67° 4' 7.85'' N,7° 0' 36.51'' E
6201/11-1,62° 1' 52.73'' N,1° 30' 50.37'' E
6407/1-7,64° 57' 44.68'' N,7° 14' 6.28'' E
35/11-8 S,61° 5' 25.53'' N,3° 32' 14.85'' E
7120/12-1,71° 6' 48.71'' N,20° 45' 20.13'' E
34/4-15 A,61° 33' 45.84'' N,2° 2' 37.52'' E
33/12-2,61° 13' 31.18'' N,1° 51' 25.97'' E
35/9-1,61° 23' 7.95'' N,3° 59' 3.72'' E
30/7-1,60° 29' 27.59'' N,2° 1' 34.49'' E
6403/6-1,64° 36' 30.46'' N,3° 43' 9.58'' E
2/4-10,56° 40' 41.6'' N,3° 13' 21.7'' E
15/9-19 B,58° 26' 9.25'' N,1° 55' 47.05'' E
15/9-12 R,58° 27' 23.17'' N,1° 43' 4.01'' E
30/6-16,60° 39' 31.72'' N,2° 41' 37.64'' E
34/10-52 A,61° 4' 14.75'' N,2° 11' 31.5'' E
24/9-13 B,59° 17' 51.93'' N,1° 46' 2.34'' E
16/1-13,58° 51' 17.39'' N,2° 15' 17.8'' E
2/1-10,56° 57' 53.61'' N,3° 1' 19.7'' E
25/8-18 S,59° 15' 1.15'' N,2° 37' 0.57'' E
2/7-13,56° 29' 34.74'' N,3° 1' 58.38'' E
16/1-9,58° 54' 48.04'' N,2° 12' 7.25'' E
6605/8-1,66° 21' 51.93'' N,5° 34' 39.23'' E
25/7-8 S,59° 16' 32.93'' N,2° 17' 14.84'' E
15/12-10 S,58° 4' 40.48'' N,1° 53' 25.56'' E
15/9-19 A,58° 26' 9.25'' N,1° 55' 47.05'' E
6204/10-1,62° 3' 20.5'' N,4° 15' 36.6'' E
9/2-11,57° 55' 21.46'' N,4° 33' 35.71'' E
30/10-2,60° 4' 58.87'' N,2° 9' 42.76'' E
18/10-1,58° 4' 38.25'' N,4° 7' 0.83'' E
7/11-1,57° 4' 15.6'' N,2° 26' 24.4'' E
2/8-2,56° 29' 52.85'' N,3° 28' 33.6'' E
25/7-6,59° 29' 15.04'' N,2° 0' 37.34'' E
6/3-2,57° 54' 25.99'' N,1° 59' 14.19'' E
6406/2-2,64° 49' 46.35'' N,6° 34' 15.43'' E
35/11-3 S,61° 5' 12.24'' N,3° 20' 18.47'' E
31/4-4,60° 40' 1.12'' N,3° 6' 54.12'' E
2/5-14 A,56° 36' 25.78'' N,3° 26' 2.53'' E
16/2-16,58° 51' 1.14'' N,2° 35' 50.55'' E
6608/11-4,66° 11' 56.23'' N,8° 25' 48.05'' E
25/10-16 C,59° 2' 13.13'' N,2° 13' 41.38'' E
15/5-2 R,58° 38' 36.74'' N,1° 36' 16.48'' E
15/12-14,58° 4' 40.47'' N,1° 53' 25.84'' E
33/9-12,61° 19' 12.04'' N,1° 59' 36.42'' E
6608/10-7 A,66° 4' 41.5'' N,8° 14' 43.28'' E
2/7-21 S,56° 19' 59.65'' N,3° 14' 53.89'' E
34/7-16,61° 23' 13.06'' N,2° 6' 59.12'' E
31/4-1,60° 36' 18.2'' N,3° 0' 32.3'' E
34/7-23 A,61° 20' 24.89'' N,2° 4' 31.54'' E
25/11-10,59° 10' 8.74'' N,2° 20' 58'' E
6507/7-5 A,65° 21' 30.27'' N,7° 17' 35.08'' E
30/4-3 S,60° 30' 22.44'' N,2° 0' 53.37'' E
36/4-1,61° 43' 56.6'' N,4° 2' 1.29'' E
25/5-5,59° 33' 16.17'' N,2° 20' 40.46'' E
2/8-15,56° 25' 5.14'' N,3° 28' 58.96'' E
6710/6-1,67° 38' 15.42'' N,10° 45' 3.32'' E
6506/12-7,65° 10' 4.38'' N,6° 54' 38.87'' E
2/7-30,56° 26' 22.49'' N,3° 16' 25.5'' E
16/9-1,58° 22' 41.48'' N,2° 48' 16.99'' E
34/7-34 A,61° 23' 22.5'' N,2° 8' 32.3'' E
30/3-8 A,60° 46' 57.87'' N,2° 53' 52.27'' E
7/12-3 A,57° 6' 24.54'' N,2° 48' 41.56'' E
31/5-4 AR2,60° 43' 16.19'' N,3° 33' 43.06'' E
34/4-3,61° 36' 32.95'' N,2° 7' 34.42'' E
2/7-3,56° 23' 1.7'' N,3° 14' 44.6'' E
15/12-21 A,58° 13' 40.47'' N,1° 52' 56.82'' E
15/9-12,58° 27' 23.17'' N,1° 43' 4.01'' E
6507/7-5,65° 21' 30.27'' N,7° 17' 35.08'' E
7121/4-1,71° 35' 59.68'' N,21° 9' 22.79'' E
30/6-25 S,60° 30' 45.16'' N,2° 43' 15.85'' E
34/10-46 A,61° 10' 33.86'' N,2° 11' 23.22'' E
15/9-7,58° 22' 56.07'' N,1° 42' 45.99'' E
16/5-1,58° 38' 53.66'' N,2° 29' 39.69'' E
9/10-1,57° 0' 4.02'' N,4° 0' 33.52'' E
6506/11-9 S,65° 10' 18.54'' N,6° 37' 21.26'' E
25/2-12 A,59° 57' 48.34'' N,2° 23' 40.78'' E
7220/6-2 R,72° 34' 13.1'' N,20° 58' 19.66'' E
15/6-9 B,58° 35' 13.71'' N,1° 44' 34.87'' E
7324/9-1,73° 19' 29.28'' N,24° 50' 24.24'' E
7226/11-1,72° 14' 18.16'' N,26° 28' 44.78'' E
30/6-11,60° 43' 29.38'' N,2° 44' 41.82'' E
34/10-22,61° 10' 33.5'' N,2° 11' 15.32'' E
7120/10-2,71° 5' 34.8'' N,20° 14' 28.31'' E
31/2-11,60° 49' 27.76'' N,3° 25' 30.16'' E
7220/11-4,72° 2' 27.88'' N,20° 33' 7.97'' E
15/6-13 B,58° 36' 55.48'' N,1° 45' 40.58'' E
34/7-32,61° 26' 50.26'' N,2° 3' 16.19'' E
6406/9-1,64° 26' 46.85'' N,6° 48' 55.23'' E
34/8-14 C,61° 18' 37.9'' N,2° 20' 32.9'' E
16/7-1,58° 20' 22.38'' N,2° 18' 49.96'' E
25/10-10,59° 11' 5.51'' N,2° 17' 50.7'' E
30/11-12 A,60° 5' 0.26'' N,2° 35' 36.16'' E
31/1-2 S,60° 57' 4.79'' N,3° 18' 33.26'' E
15/9-19 S,58° 26' 9.25'' N,1° 55' 47.05'' E
9/2-2,57° 52' 44.35'' N,4° 24' 0.69'' E
35/11-24 A,61° 5' 40.68'' N,3° 23' 59.11'' E
1/6-4,56° 44' 52.06'' N,2° 42' 23.64'' E
6507/3-3,65° 48' 3.73'' N,7° 43' 28.69'' E
2/8-7,56° 26' 49.8'' N,3° 36' 50.6'' E
1/9-3 R,56° 24' 55.68'' N,2° 54' 15.22'' E
7121/1-1,71° 56' 25.74'' N,21° 4' 36.52'' E
16/2-8,58° 48' 57'' N,2° 32' 30.6'' E
34/10-33 CR,61° 7' 34.44'' N,2° 12' 57.1'' E
2/4-11,56° 44' 45.9'' N,3° 13' 21.8'' E
25/2-15 R,59° 48' 53.54'' N,2° 30' 6.2'' E
25/9-2 S,59° 22' 56.26'' N,2° 41' 46.89'' E
7121/7-2,71° 26' 37.91'' N,21° 3' 21.42'' E
34/8-2,61° 22' 10.51'' N,2° 31' 36.09'' E
2/9-5 S,56° 24' 45.5'' N,3° 55' 6.08'' E
30/8-5,60° 28' 15.43'' N,2° 36' 15.58'' E
7130/4-1,71° 31' 58.72'' N,30° 10' 7.78'' E
16/1-1,58° 59' 18.4'' N,2° 2' 3'' E
15/9-17,58° 26' 44.19'' N,1° 56' 53.58'' E
25/2-10 S,59° 53' 11.8'' N,2° 30' 8.33'' E
30/11-10 A,60° 14' 4.27'' N,2° 30' 37.16'' E
2/11-8,56° 8' 8.6'' N,3° 20' 46.64'' E
31/2-4,60° 51' 23.57'' N,3° 30' 44.33'' E
16/2-7,58° 46' 47.77'' N,2° 39' 16.28'' E
7/11-13,57° 14' 26.71'' N,2° 26' 34.75'' E
30/9-22,60° 17' 31.78'' N,2° 42' 5.84'' E
25/4-10 A,59° 30' 51.43'' N,2° 0' 13.78'' E
6305/12-2,63° 1' 11.39'' N,5° 40' 6.44'' E
6407/10-5,64° 12' 41.65'' N,7° 16' 34.29'' E
30/6-29 S,60° 36' 29.43'' N,2° 46' 33.76'' E
6507/3-12 A,65° 58' 3.95'' N,7° 56' 1.53'' E
6406/12-2,64° 6' 13.08'' N,6° 51' 43.06'' E
30/4-2,60° 31' 1.1'' N,2° 2' 46.22'' E
15/6-9 A,58° 35' 13.71'' N,1° 44' 34.87'' E
34/10-38 S,61° 4' 23.27'' N,2° 1' 37.18'' E
2/1-9,56° 51' 37.77'' N,3° 5' 4.77'' E
6507/7-7,65° 17' 52.25'' N,7° 18' 50.65'' E
31/6-3,60° 30' 4.77'' N,3° 59' 53.57'' E
6507/5-3,65° 35' 20.85'' N,7° 24' 36.93'' E
16/4-4,58° 31' 48'' N,2° 8' 59.8'' E
34/8-10 S,61° 21' 17.3'' N,2° 27' 19.5'' E
34/10-54 S,61° 7' 32.7'' N,2° 18' 35.5'' E
34/7-25 S,61° 15' 9.24'' N,2° 8' 41.14'' E
16/2-17 A,58° 48' 15.92'' N,2° 31' 46.03'' E
2/1-2,56° 57' 30.76'' N,3° 12' 32.07'' E
6506/9-4 S,65° 15' 38.11'' N,6° 42' 35.62'' E
15/12-12,58° 1' 40.68'' N,1° 55' 28.34'' E
16/1-22 A,58° 54' 23.09'' N,2° 9' 43.41'' E
35/9-8,61° 17' 6.97'' N,3° 40' 32.14'' E
6405/7-1,64° 17' 16.42'' N,5° 7' 58.6'' E
16/7-7 S,58° 17' 6.53'' N,2° 3' 51.01'' E
7119/12-3,71° 14' 20.18'' N,19° 44' 37.92'' E
31/6-5,60° 37' 6.8'' N,3° 48' 20.98'' E
16/1-29 S,58° 58' 22.21'' N,2° 17' 44.19'' E
16/4-10,58° 35' 3.07'' N,2° 10' 21.94'' E
31/10-1,60° 5' 10.41'' N,3° 0' 4.01'' E
6406/12-1 S,64° 4' 11.14'' N,6° 43' 56.91'' E
35/9-12 S,61° 15' 28.34'' N,3° 44' 46.61'' E
25/11-19 S,59° 12' 48.48'' N,2° 24' 6.88'' E
30/11-9 A,60° 6' 10.86'' N,2° 35' 13.44'' E
7120/9-1,71° 29' 26.57'' N,20° 56' 49.47'' E
35/9-6 S,61° 22' 16.29'' N,3° 41' 33.54'' E
25/10-16 S,59° 2' 13.13'' N,2° 13' 41.38'' E
6407/7-7 S,64° 17' 40.1'' N,7° 7' 10.5'' E
15/6-8 S,58° 32' 57.58'' N,1° 52' 55.9'' E
34/11-5 S,61° 4' 49.01'' N,2° 29' 59'' E
31/7-2 S,60° 24' 18.14'' N,3° 2' 23.75'' E
31/4-11,60° 36' 42.58'' N,3° 6' 1.74'' E
34/7-2,61° 17' 57.16'' N,2° 9' 40.9'' E
6406/1-3 R,64° 54' 25.97'' N,6° 8' 25.34'' E
6705/7-1,67° 15' 5.14'' N,5° 10' 29.12'' E
7/11-8,57° 12' 49.94'' N,2° 31' 46.5'' E
2/4-15 SR,56° 40' 27.25'' N,3° 8' 38.79'' E
31/4-5,60° 33' 30.92'' N,3° 3' 25.17'' E
6506/12-2,65° 1' 29.85'' N,6° 53' 29.41'' E
33/9-1,61° 15' 7.29'' N,1° 50' 25.54'' E
2/8-17 A,56° 27' 21.19'' N,3° 36' 5.18'' E
9/2-9 S,57° 45' 15.19'' N,4° 21' 20.58'' E
2/1-1,56° 45' 26.6'' N,3° 12' 18.8'' E
25/4-8,59° 30' 52.34'' N,2° 3' 47.24'' E
25/9-1,59° 26' 58.72'' N,2° 42' 35.67'' E
7121/5-3,71° 30' 55.53'' N,21° 39' 42.61'' E
34/4-8,61° 35' 4.02'' N,2° 10' 9.73'' E
16/1-31 S,58° 51' 47.5'' N,2° 18' 12.35'' E
35/11-24 S,61° 5' 40.68'' N,3° 23' 59.11'' E
6610/2-1 S,66° 48' 48.73'' N,10° 30' 26.7'' E
31/2-5 R2,60° 46' 16.2'' N,3° 25' 53.46'' E
30/6-21 R,60° 38' 34.88'' N,2° 43' 47.6'' E
25/8-19 S,59° 20' 13.21'' N,2° 21' 53.27'' E
30/6-9 R,60° 30' 2.5'' N,2° 46' 53.4'' E
25/11-4,59° 9' 37.3'' N,2° 23' 26.53'' E
16/1-19 S,58° 54' 24.39'' N,2° 18' 14.14'' E
15/12-24 S,58° 7' 26.75'' N,1° 55' 22.59'' E
35/9-14 A,61° 25' 19.87'' N,3° 49' 41.93'' E
25/7-9 S,59° 15' 17.13'' N,2° 18' 51.74'' E
30/6-30,60° 43' 6.71'' N,2° 44' 3.43'' E
6608/11-9,66° 2' 54.07'' N,8° 22' 34.16'' E
7227/11-1 S,72° 14' 22.18'' N,27° 22' 14.89'' E
6406/1-4,64° 54' 34.09'' N,6° 8' 30.84'' E
34/7-26 A,61° 16' 29.38'' N,2° 7' 11.41'' E
17/12-1 R,58° 11' 17.3'' N,3° 56' 22.2'' E
7220/5-1,72° 31' 0.67'' N,20° 20' 29.15'' E
6407/2-5 S,64° 50' 55.69'' N,7° 38' 5.7'' E
25/10-14 S,59° 10' 1.21'' N,2° 14' 43.46'' E
7220/7-3 S,72° 24' 8.73'' N,20° 8' 2.69'' E
2/5-3,56° 35' 50.8'' N,3° 26' 58.8'' E
30/9-28 S,60° 25' 52.58'' N,2° 44' 39.78'' E
16/5-6,58° 32' 40.41'' N,2° 31' 45.5'' E
15/12-1,58° 10' 32.6'' N,1° 44' 23.1'' E
6608/10-9,66° 3' 44.15'' N,8° 13' 19.57'' E
30/6-9,60° 30' 2.5'' N,2° 46' 53.4'' E
24/12-3 S,59° 5' 57.53'' N,1° 47' 23.33'' E
31/6-7,60° 33' 19.68'' N,3° 40' 39.04'' E
6608/10-17 S,66° 4' 16.19'' N,8° 3' 36.03'' E
15/12-18 A,58° 12' 53.07'' N,1° 46' 40.43'' E
6707/10-2 A,67° 2' 48.8'' N,7° 3' 38.3'' E
35/9-11 S,61° 21' 25.6'' N,3° 40' 44.55'' E
34/7-17 A,61° 20' 50.69'' N,2° 5' 42.31'' E
25/10-6 S,59° 8' 8.69'' N,2° 1' 37.54'' E
16/2-21,58° 46' 40.76'' N,2° 36' 38.77'' E
2/11-2,56° 10' 51.2'' N,3° 25' 25.9'' E
4/4-1 A,56° 38' 8.65'' N,5° 8' 11.53'' E
15/3-8,58° 51' 27.8'' N,1° 43' 17'' E
16/2-11,58° 48' 13.06'' N,2° 34' 19.92'' E
7219/12-2 A,72° 5' 12.66'' N,19° 59' 10.01'' E
2/5-13,56° 42' 3.6'' N,3° 23' 27'' E
30/6-1,60° 33' 15.1'' N,2° 46' 38.36'' E
